Filename,Model,Dataset,Scale,PSNR,LPIPS,MS_SSIM,NIQE
0041.png,EDSR,URBAN100,x4,24.202676110438727,0.10363533347845078,0.9822506904602051,7.8025965014046275
0042.png,EDSR,URBAN100,x4,27.48686275079685,0.1061057299375534,0.9827501177787781,5.67095487170055
0043.png,EDSR,URBAN100,x4,30.195719828734045,0.08526809513568878,0.9899980425834656,8.813358755395633
0044.png,EDSR,URBAN100,x4,29.63652945793848,0.09957698732614517,0.9694694876670837,5.908013771364959
0045.png,EDSR,URBAN100,x4,22.79804357482819,0.11955319344997406,0.9442499876022339,8.964153454839426
0046.png,EDSR,URBAN100,x4,22.236986838519115,0.3049207329750061,0.9359407424926758,5.0428681345230535
0047.png,EDSR,URBAN100,x4,20.385734523631008,0.2403697520494461,0.9561067819595337,5.390746513958819
0048.png,EDSR,URBAN100,x4,18.75344680847648,0.203407421708107,0.9565750360488892,4.674223356889607
0049.png,EDSR,URBAN100,x4,21.919230640472538,0.24406877160072327,0.9540809392929077,4.746723030106273
0050.png,EDSR,URBAN100,x4,23.739053275900414,0.278137743473053,0.9557185173034668,4.7229406191597665
0051.png,EDSR,URBAN100,x4,25.893859587979215,0.2117062509059906,0.9712151288986206,5.136778623413411
0052.png,EDSR,URBAN100,x4,27.579341798741062,0.08493099361658096,0.9846781492233276,5.388765247555989
0053.png,EDSR,URBAN100,x4,21.138551849727023,0.3132820129394531,0.9520947933197021,5.215972976177758
0054.png,EDSR,URBAN100,x4,19.73873361672093,0.387728214263916,0.934281587600708,5.025868114160437
0055.png,EDSR,URBAN100,x4,30.92768678134735,0.055321983993053436,0.9871666431427002,8.594019383149261
0056.png,EDSR,URBAN100,x4,23.626923768096834,0.25434190034866333,0.9594907164573669,4.650126289218958
0057.png,EDSR,URBAN100,x4,29.385902274071967,0.14549480378627777,0.9794716835021973,4.711314266002354
0058.png,EDSR,URBAN100,x4,24.29141608314417,0.1360776424407959,0.9731054306030273,4.797242205256735
0059.png,EDSR,URBAN100,x4,20.673098110074424,0.22308117151260376,0.9457982778549194,5.7453447929306565
0060.png,EDSR,URBAN100,x4,21.1564048120632,0.40994563698768616,0.9043397903442383,4.830348513556401
0061.png,EDSR,URBAN100,x4,22.971101011342686,0.2672901749610901,0.9427056312561035,4.323101962693254
0062.png,EDSR,URBAN100,x4,19.9471436408863,0.17931020259857178,0.9491968154907227,4.218204961578662
0063.png,EDSR,URBAN100,x4,21.05539287008991,0.3395691514015198,0.9340893030166626,5.416779816745151
0064.png,EDSR,URBAN100,x4,25.221330916264584,0.22392618656158447,0.9591585397720337,5.124809599383298
0065.png,EDSR,URBAN100,x4,23.86058123862547,0.2964879274368286,0.9412310123443604,5.229486626837435
0066.png,EDSR,URBAN100,x4,20.956087853920312,0.3807882070541382,0.9256764650344849,5.024435217602081
0067.png,EDSR,URBAN100,x4,17.859481917048875,0.09175120294094086,0.9619449973106384,5.894431028866427
0068.png,EDSR,URBAN100,x4,29.239605043267694,0.11310684680938721,0.9814187288284302,8.036749919502288
0069.png,EDSR,URBAN100,x4,23.457994677526695,0.30423039197921753,0.9467381238937378,4.7505271128213
0070.png,EDSR,URBAN100,x4,20.79332187867064,0.5195033550262451,0.9063012599945068,5.208124332209846
0071.png,EDSR,URBAN100,x4,26.518586033887242,0.3844808340072632,0.9260696768760681,5.488860035444047
0072.png,EDSR,URBAN100,x4,19.015623819069056,0.1368822157382965,0.973869800567627,5.841614394911836
0073.png,EDSR,URBAN100,x4,18.759341568759282,0.5411185026168823,0.8930107951164246,5.633915273590721
0074.png,EDSR,URBAN100,x4,22.21594378468003,0.28178074955940247,0.924346387386322,4.852997719377993
0075.png,EDSR,URBAN100,x4,29.963834596656437,0.15433615446090698,0.9797016978263855,5.4499773828030555
0076.png,EDSR,URBAN100,x4,21.2393309009734,0.32645130157470703,0.9284852743148804,5.389739428384198
0077.png,EDSR,URBAN100,x4,21.292964303107574,0.4152489900588989,0.9305099844932556,5.454719635537404
0078.png,EDSR,URBAN100,x4,25.868138979609917,0.32331937551498413,0.940680205821991,4.682636054958339
0079.png,EDSR,URBAN100,x4,23.968161089751078,0.4019011855125427,0.9422771334648132,4.853588927642317
0080.png,EDSR,URBAN100,x4,34.143455374946086,0.1252848505973816,0.9886022806167603,6.910760490497098
0081.png,EDSR,URBAN100,x4,34.37613049412388,0.019800687208771706,0.9932469129562378,10.565534044830622
0082.png,EDSR,URBAN100,x4,31.21999222467265,0.12419857829809189,0.9889046549797058,7.841855808108796
0083.png,EDSR,URBAN100,x4,20.976774253833717,0.3189776539802551,0.9403941631317139,4.466233128952364
0084.png,EDSR,URBAN100,x4,27.08121901725523,0.2720426917076111,0.9617315530776978,5.427397265778923
0085.png,EDSR,URBAN100,x4,26.522208883745915,0.16808906197547913,0.9790884256362915,5.901566411456522
0086.png,EDSR,URBAN100,x4,29.06283539385356,0.18102696537971497,0.9754683971405029,6.033521731374876
0087.png,EDSR,URBAN100,x4,26.28389084351013,0.13953211903572083,0.9777586460113525,5.5284416833193575
0088.png,EDSR,URBAN100,x4,18.467856054514275,0.4154805541038513,0.906225860118866,4.2526142465114
0089.png,EDSR,URBAN100,x4,25.414332354223777,0.33751171827316284,0.9355129599571228,5.071238603881787
0090.png,EDSR,URBAN100,x4,36.91370782314252,0.0381011888384819,0.9951531887054443,6.5275113910719
0091.png,EDSR,URBAN100,x4,21.899897166375762,0.3638269305229187,0.927181601524353,4.9380343688981885
0092.png,EDSR,URBAN100,x4,17.446503621303776,0.37118783593177795,0.9242739677429199,5.484409058337035
0093.png,EDSR,URBAN100,x4,26.983705543957484,0.08542890101671219,0.9860584139823914,7.379414003760952
0094.png,EDSR,URBAN100,x4,25.809305641666956,0.32422521710395813,0.9535643458366394,4.700651474726372
0095.png,EDSR,URBAN100,x4,18.80211700100501,0.43310368061065674,0.861419677734375,4.902060497751933
0096.png,EDSR,URBAN100,x4,23.540344685356736,0.15727712213993073,0.9725477695465088,5.753571598575057
0097.png,EDSR,URBAN100,x4,23.458897544697894,0.25582683086395264,0.9568371772766113,5.798552055169003
0098.png,EDSR,URBAN100,x4,19.28859393249568,0.4652617573738098,0.8801712393760681,5.111352556251745
0099.png,EDSR,URBAN100,x4,23.46506717852923,0.186703160405159,0.9514858722686768,4.390304293138621
0100.png,EDSR,URBAN100,x4,22.21781591888945,0.20152468979358673,0.9355398416519165,6.02378574702328
102061.png,EDSR,BSD100,x2,26.06858196401372,0.1415054202079773,0.9699217081069946,4.653499818624439
109053.png,EDSR,BSD100,x2,27.040732355399243,0.12984292209148407,0.9520170092582703,4.031339850258774
12084.png,EDSR,BSD100,x2,26.27486443435768,0.11749390512704849,0.9541816711425781,4.851166087349738
157055.png,EDSR,BSD100,x2,24.97173102366385,0.09639552235603333,0.9607445597648621,3.7541726473583132
170057.png,EDSR,BSD100,x2,27.86153578983882,0.17848439514636993,0.9619158506393433,3.924484957717848
19021.png,EDSR,BSD100,x2,25.515907365278675,0.18612374365329742,0.9595967531204224,3.9328739583245205
196073.png,EDSR,BSD100,x2,26.94982994789722,0.4133260250091553,0.9157711267471313,7.507340838257936
197017.png,EDSR,BSD100,x2,26.377899733394706,0.19810476899147034,0.9464210271835327,4.2480891244028065
219090.png,EDSR,BSD100,x2,24.756668783200144,0.1483445018529892,0.9540533423423767,4.397721444677784
291000.png,EDSR,BSD100,x2,20.91781575569559,0.39785876870155334,0.9154230952262878,5.369166329752685
306005.png,EDSR,BSD100,x2,26.874270967466476,0.1416630893945694,0.9665806293487549,4.157698124468115
3096.png,EDSR,BSD100,x2,34.45621628729175,0.03294684737920761,0.9923543930053711,9.570564653669267
38082.png,EDSR,BSD100,x2,26.685750644372746,0.30666348338127136,0.9437919855117798,5.881606609317131
42012.png,EDSR,BSD100,x2,28.071996722418348,0.11781627684831619,0.9679690599441528,4.000382918652195
43074.png,EDSR,BSD100,x2,28.912616085199858,0.127294659614563,0.9632582664489746,4.665368615362959
45096.png,EDSR,BSD100,x2,33.95413403897729,0.05802060291171074,0.9862696528434753,5.5546468229927255
69020.png,EDSR,BSD100,x2,26.302046399700583,0.3002954125404358,0.939328134059906,5.731581191330185
85048.png,EDSR,BSD100,x2,24.41289609299019,0.12066876143217087,0.9547618627548218,5.088733033108626
86016.png,EDSR,BSD100,x2,21.0505096711273,0.5536190271377563,0.8884645700454712,9.274436222165965
86068.png,EDSR,BSD100,x2,26.383933138072063,0.325486958026886,0.9349194765090942,5.726554758764454
102061.png,EDSR,BSD100,x4,24.63950711865662,0.37279072403907776,0.9545418620109558,6.037002714293062
109053.png,EDSR,BSD100,x4,26.915961567001503,0.34681814908981323,0.9378249645233154,6.946467085164624
12084.png,EDSR,BSD100,x4,25.073336100730558,0.349715918302536,0.9232345819473267,7.086250220443659
157055.png,EDSR,BSD100,x4,23.869537060203875,0.2957654893398285,0.9362900257110596,5.363328353600118
170057.png,EDSR,BSD100,x4,27.258714683713006,0.38147467374801636,0.9425309896469116,7.121218402775052
19021.png,EDSR,BSD100,x4,24.53489559930162,0.4478915333747864,0.9312946200370789,5.749846204311832
196073.png,EDSR,BSD100,x4,26.41212900926146,0.7732635736465454,0.8624120950698853,6.997695457953051
197017.png,EDSR,BSD100,x4,25.99328597713829,0.4297328591346741,0.9247539043426514,5.681455708670874
219090.png,EDSR,BSD100,x4,24.37946111825927,0.3966515064239502,0.9345089197158813,5.520890573429504
291000.png,EDSR,BSD100,x4,19.748933061918578,0.7702276706695557,0.8398863673210144,6.605767258594239
306005.png,EDSR,BSD100,x4,25.77400820259182,0.36027833819389343,0.9443535208702087,6.268760462959711
3096.png,EDSR,BSD100,x4,34.50025576273496,0.14158295094966888,0.9906484484672546,11.357743765527877
38082.png,EDSR,BSD100,x4,25.480059826731434,0.6045119762420654,0.901172399520874,7.720234280341039
42012.png,EDSR,BSD100,x4,27.080866808997577,0.3524341881275177,0.9500774145126343,6.629225732982268
43074.png,EDSR,BSD100,x4,28.100478111225836,0.35770705342292786,0.942544162273407,6.929889801680474
45096.png,EDSR,BSD100,x4,32.9010371244448,0.19355151057243347,0.9802965521812439,6.8184443897050455
69020.png,EDSR,BSD100,x4,25.325009284830035,0.6311480402946472,0.8925803899765015,7.01560519246614
85048.png,EDSR,BSD100,x4,23.35776068112681,0.36901938915252686,0.9221632480621338,6.442065050403436
86016.png,EDSR,BSD100,x4,20.503346047008087,0.9387174248695374,0.7888864874839783,8.046186677561154
86068.png,EDSR,BSD100,x4,25.37559661379113,0.7106364965438843,0.8818075060844421,6.673935576595532
0001.png,ESRGAN,DIV2K,x4,26.820665978439973,0.13018813729286194,0.9569582939147949,2.677840102539934
0002.png,ESRGAN,DIV2K,x4,31.499902128398265,0.058743491768836975,0.9622544646263123,4.009105787637274
0003.png,ESRGAN,DIV2K,x4,37.73178407846689,0.03716474398970604,0.9882044196128845,5.1853936492941015
0004.png,ESRGAN,DIV2K,x4,26.18501996276283,0.14033815264701843,0.9526876211166382,2.2719752623088443
0005.png,ESRGAN,DIV2K,x4,25.979506418028112,0.20322845876216888,0.9329956769943237,3.2918881366912496
0006.png,ESRGAN,DIV2K,x4,25.957340747563855,0.076994888484478,0.9577509760856628,2.105427392710591
0007.png,ESRGAN,DIV2K,x4,17.133821068496285,0.22569656372070312,0.829170823097229,3.610919618994791
0008.png,ESRGAN,DIV2K,x4,23.514373966883326,0.1373244822025299,0.9334932565689087,2.7489687092279005
0009.png,ESRGAN,DIV2K,x4,28.995991201858082,0.13647465407848358,0.9492301940917969,2.921331235324897
0010.png,ESRGAN,DIV2K,x4,23.64420600695177,0.1494731903076172,0.921401858329773,2.8533570074169523
0011.png,ESRGAN,DIV2K,x4,26.50872524208797,0.15297327935695648,0.9349090456962585,2.385545856060116
0012.png,ESRGAN,DIV2K,x4,24.520161984861343,0.1319100558757782,0.9436837434768677,1.7769301409888294
0013.png,ESRGAN,DIV2K,x4,30.009498155467526,0.09226107597351074,0.9734495878219604,3.0874273545342725
0014.png,ESRGAN,DIV2K,x4,26.473563648123417,0.07203881442546844,0.9724084734916687,3.36256375426117
0015.png,ESRGAN,DIV2K,x4,32.68127260626802,0.06489528715610504,0.9817798137664795,3.957498616833066
0016.png,ESRGAN,DIV2K,x4,28.986607989807517,0.11685583740472794,0.950627326965332,2.25558943089829
0017.png,ESRGAN,DIV2K,x4,30.692954599280977,0.12308965623378754,0.9739251136779785,3.31424783233317
0018.png,ESRGAN,DIV2K,x4,27.49681357002806,0.09876659512519836,0.9751566648483276,2.963836485930678
0019.png,ESRGAN,DIV2K,x4,25.4142712687772,0.12034155428409576,0.9460534453392029,2.1546975317828823
0020.png,ESRGAN,DIV2K,x4,22.225552192288355,0.1437368392944336,0.9419240951538086,2.3778899292599682
0021.png,ESRGAN,DIV2K,x4,29.797863264890086,0.040182363241910934,0.9806384444236755,4.082367477480133
0022.png,ESRGAN,DIV2K,x4,28.609363285256514,0.08972980827093124,0.9663082957267761,2.597896329713308
0023.png,ESRGAN,DIV2K,x4,23.149921720398495,0.10264213383197784,0.942724883556366,2.4967548604519414
0024.png,ESRGAN,DIV2K,x4,26.545041796772804,0.07869359105825424,0.9731780290603638,2.6200658294153563
0025.png,ESRGAN,DIV2K,x4,25.590810508782546,0.12278589606285095,0.9524416923522949,1.915128675881971
0026.png,ESRGAN,DIV2K,x4,22.560860217699634,0.13751867413520813,0.935724139213562,2.051047341342062
0027.png,ESRGAN,DIV2K,x4,32.156106076174,0.15307170152664185,0.9629831314086914,3.4596526697044405
0028.png,ESRGAN,DIV2K,x4,20.581845711073058,0.04497914761304855,0.9714045524597168,4.349073486033305
0029.png,ESRGAN,DIV2K,x4,24.878519103121196,0.24611812829971313,0.8904268145561218,2.729396672019277
0030.png,ESRGAN,DIV2K,x4,20.51929804818387,0.17034794390201569,0.8984701633453369,4.005095455970465
0031.png,ESRGAN,DIV2K,x4,28.689638133527207,0.09479521214962006,0.9675922393798828,2.7653046513286563
0032.png,ESRGAN,DIV2K,x4,26.837612601079144,0.11528350412845612,0.9575670957565308,1.8543771071455013
0033.png,ESRGAN,DIV2K,x4,32.32615142862124,0.07754316180944443,0.9719241857528687,4.265227804009101
0034.png,ESRGAN,DIV2K,x4,22.51615658167358,0.13767139613628387,0.9313035011291504,1.6447457729844561
0035.png,ESRGAN,DIV2K,x4,19.883249185277865,0.24220818281173706,0.8634058237075806,1.7435681537375196
0036.png,ESRGAN,DIV2K,x4,24.242087298734845,0.1031772643327713,0.9485911726951599,2.670982334454314
0037.png,ESRGAN,DIV2K,x4,24.686774438825413,0.11940846592187881,0.9594320058822632,2.4301139883375176
0038.png,ESRGAN,DIV2K,x4,35.06980230302349,0.07222778350114822,0.9705254435539246,4.328499025257252
0039.png,ESRGAN,DIV2K,x4,26.8052596376964,0.12262625992298126,0.9554834365844727,3.7999109360178256
0040.png,ESRGAN,DIV2K,x4,26.783097903207775,0.16774196922779083,0.9541417956352234,3.0594810794959844
0041.png,ESRGAN,DIV2K,x4,25.976584387797548,0.10759186744689941,0.961727499961853,2.091403295083542
0042.png,ESRGAN,DIV2K,x4,27.152501543129954,0.10717963427305222,0.9556751251220703,2.3198519441469507
0043.png,ESRGAN,DIV2K,x4,39.1376396722979,0.019547181203961372,0.9953179359436035,7.111244968678006
0044.png,ESRGAN,DIV2K,x4,41.560687256356026,0.01241412665694952,0.9946495890617371,5.690432307621251
0045.png,ESRGAN,DIV2K,x4,22.864650903091025,0.09846116602420807,0.9478952288627625,3.401628100691343
0046.png,ESRGAN,DIV2K,x4,24.082122215240883,0.10565102100372314,0.9569653868675232,2.942529296170368
0047.png,ESRGAN,DIV2K,x4,26.22285455406665,0.10750582814216614,0.9517142176628113,2.0044381149851507
0048.png,ESRGAN,DIV2K,x4,25.70240937465357,0.10078896582126617,0.9342306852340698,2.635565488258252
0049.png,ESRGAN,DIV2K,x4,19.964368439061808,0.1359163522720337,0.9400287866592407,2.412895335295577
0050.png,ESRGAN,DIV2K,x4,27.579412254179072,0.11135037988424301,0.9580676555633545,2.361760885302364
0051.png,ESRGAN,DIV2K,x4,26.244751133200438,0.07465233653783798,0.967334508895874,3.380444786121988
0052.png,ESRGAN,DIV2K,x4,27.472269685138315,0.114529550075531,0.9472178220748901,1.9059596745490253
0053.png,ESRGAN,DIV2K,x4,30.821457148112366,0.052096400409936905,0.973480224609375,3.90599931720807
0054.png,ESRGAN,DIV2K,x4,21.468577246083896,0.15360894799232483,0.9187979102134705,2.8817130974766565
0055.png,ESRGAN,DIV2K,x4,27.103986759012273,0.18459007143974304,0.9331225156784058,2.6423439672367888
0056.png,ESRGAN,DIV2K,x4,21.66547653677087,0.18268230557441711,0.9034264087677002,1.9002016524167165
0057.png,ESRGAN,DIV2K,x4,33.58601013920684,0.12545327842235565,0.9654793739318848,5.984469391810081
0058.png,ESRGAN,DIV2K,x4,26.159098452851687,0.14713454246520996,0.934765100479126,1.8742569425171915
0059.png,ESRGAN,DIV2K,x4,22.228964949018476,0.16770876944065094,0.9016828536987305,2.401182403412552
0060.png,ESRGAN,DIV2K,x4,17.63675136391513,0.23941540718078613,0.8686130046844482,1.9105382634173378
0061.png,ESRGAN,DIV2K,x4,20.66914860194027,0.16757874190807343,0.9249511957168579,3.0848278350364917
0062.png,ESRGAN,DIV2K,x4,30.020841057025457,0.10754510760307312,0.9479672312736511,3.5467714003884816
0063.png,ESRGAN,DIV2K,x4,30.95249744488649,0.05862611159682274,0.9746990203857422,3.426076616581448
0064.png,ESRGAN,DIV2K,x4,27.92011183466382,0.14749909937381744,0.940937876701355,2.283976145005878
0065.png,ESRGAN,DIV2K,x4,24.17560191294023,0.1947827786207199,0.9278759956359863,2.311091286577968
0066.png,ESRGAN,DIV2K,x4,22.0692953963584,0.15285061299800873,0.9385116100311279,2.5753756089007647
0067.png,ESRGAN,DIV2K,x4,26.820154496143907,0.10218072682619095,0.9646493196487427,2.6196350840759504
0068.png,ESRGAN,DIV2K,x4,30.94155855507323,0.02610599808394909,0.9904985427856445,4.172385336041407
0069.png,ESRGAN,DIV2K,x4,20.124193345316787,0.14091040194034576,0.9277747869491577,2.348117977907296
0070.png,ESRGAN,DIV2K,x4,26.989658775376085,0.12338633835315704,0.9620398879051208,3.4055041626327194
0071.png,ESRGAN,DIV2K,x4,30.379272826592306,0.08252454549074173,0.9753105640411377,2.7817921326105206
0072.png,ESRGAN,DIV2K,x4,22.003131434596423,0.1722170114517212,0.9105278849601746,1.9399664538155574
0073.png,ESRGAN,DIV2K,x4,22.024463819802712,0.15571366250514984,0.9280247092247009,2.178780913115541
0074.png,ESRGAN,DIV2K,x4,27.77819139679496,0.13544270396232605,0.9363951683044434,1.7142907341747289
0075.png,ESRGAN,DIV2K,x4,22.527726487955007,0.16761237382888794,0.9072130918502808,2.1586122691186436
0076.png,ESRGAN,DIV2K,x4,19.500212743044546,0.21712937951087952,0.86380934715271,2.165619233330439
0077.png,ESRGAN,DIV2K,x4,38.64701270837347,0.04028642922639847,0.9908958673477173,5.9090212990038795
0078.png,ESRGAN,DIV2K,x4,30.342716549036307,0.0912012904882431,0.9752242565155029,3.1900064945750004
0079.png,ESRGAN,DIV2K,x4,24.421739404085457,0.11352775990962982,0.9511065483093262,3.1228105328550586
0080.png,ESRGAN,DIV2K,x4,29.38730756128304,0.08649998903274536,0.9731097221374512,3.027355461156316
0081.png,ESRGAN,DIV2K,x4,23.44220189756586,0.11890415102243423,0.9307526350021362,2.5742974662491496
0082.png,ESRGAN,DIV2K,x4,31.742398889833904,0.032480333000421524,0.9847323894500732,4.3685715730976025
0083.png,ESRGAN,DIV2K,x4,22.379293055627052,0.28732261061668396,0.9022762179374695,2.0354820939424223
0084.png,ESRGAN,DIV2K,x4,24.021990763177353,0.16481569409370422,0.9384514093399048,1.9025255527274911
0085.png,ESRGAN,DIV2K,x4,20.63056675997446,0.19093012809753418,0.875654935836792,2.707594795204253
0086.png,ESRGAN,DIV2K,x4,34.26901484228181,0.04656917601823807,0.978625476360321,4.725480729658169
0087.png,ESRGAN,DIV2K,x4,22.291259028044898,0.1175459548830986,0.9261981248855591,2.221851872222482
0088.png,ESRGAN,DIV2K,x4,29.320853985785163,0.08197557181119919,0.9740957021713257,3.075386228181114
0089.png,ESRGAN,DIV2K,x4,29.37613626000087,0.07168762385845184,0.980283260345459,3.7050558672948393
0090.png,ESRGAN,DIV2K,x4,21.99429177610424,0.1510821282863617,0.9205039739608765,4.05626266337054
0091.png,ESRGAN,DIV2K,x4,24.69322217155181,0.0927189365029335,0.952312171459198,2.8640166889624106
0092.png,ESRGAN,DIV2K,x4,29.755279257584192,0.07881299406290054,0.9867053031921387,5.052399749295268
0093.png,ESRGAN,DIV2K,x4,30.86822568648558,0.10096167027950287,0.9515403509140015,4.331561426884853
0094.png,ESRGAN,DIV2K,x4,29.740826077390032,0.08695832639932632,0.9695595502853394,2.793808896207785
0095.png,ESRGAN,DIV2K,x4,17.020831119392128,0.23118601739406586,0.8479717969894409,2.30001213950678
0096.png,ESRGAN,DIV2K,x4,36.92648944695965,0.03936787694692612,0.9848939776420593,5.216994147089125
0097.png,ESRGAN,DIV2K,x4,20.26794759104234,0.12330889701843262,0.9324197769165039,3.472607363543718
0098.png,ESRGAN,DIV2K,x4,32.1438810570444,0.04457007348537445,0.9717105627059937,4.829743437765436
0099.png,ESRGAN,DIV2K,x4,29.967130955442478,0.05862012133002281,0.9771534204483032,4.516995386773935
0100.png,ESRGAN,DIV2K,x4,25.90049934924148,0.08230073750019073,0.961776614189148,2.4738398892141165
0001.png,ESRGAN,URBAN100,x4,25.21931573478642,0.10208377242088318,0.9427687525749207,3.3776348338724365
0002.png,ESRGAN,URBAN100,x4,23.96016274526664,0.11183981597423553,0.9583739042282104,3.455285460058207
0003.png,ESRGAN,URBAN100,x4,20.03010863733877,0.15319930016994476,0.9069563746452332,2.9208296514875514
0004.png,ESRGAN,URBAN100,x4,20.70411704550162,0.15722650289535522,0.956870973110199,3.1443469758119282
0005.png,ESRGAN,URBAN100,x4,25.458767563007502,0.04776415228843689,0.9870617389678955,6.120714983316773
0006.png,ESRGAN,URBAN100,x4,20.461811793656803,0.2690478265285492,0.9086316823959351,5.628925562922588
0007.png,ESRGAN,URBAN100,x4,26.135287382311336,0.0978688895702362,0.963892936706543,2.6868365841180624
0008.png,ESRGAN,URBAN100,x4,17.930884325948057,0.1684248298406601,0.9019045233726501,4.969154865284318
0009.png,ESRGAN,URBAN100,x4,29.25809122334426,0.08613801002502441,0.9678720831871033,4.675041983688036
0010.png,ESRGAN,URBAN100,x4,25.310281089647138,0.08977372944355011,0.9695453643798828,5.4506486396989295
0011.png,ESRGAN,URBAN100,x4,16.551474488767703,0.12171556055545807,0.9434368014335632,6.728893812704126
0012.png,ESRGAN,URBAN100,x4,20.80238852561942,0.12267512083053589,0.9306990504264832,3.079571204713769
0013.png,ESRGAN,URBAN100,x4,26.787311993588347,0.08787022531032562,0.9541102647781372,3.827540938493037
0014.png,ESRGAN,URBAN100,x4,19.062366383953663,0.16132168471813202,0.9184588193893433,3.8186486171507448
0015.png,ESRGAN,URBAN100,x4,23.971445614678668,0.09748055785894394,0.942927360534668,5.063884217554498
0016.png,ESRGAN,URBAN100,x4,26.5348955797834,0.04503807798027992,0.9789612293243408,5.091256387675077
0017.png,ESRGAN,URBAN100,x4,22.447248483784335,0.09395381808280945,0.9583958387374878,3.3966505566227636
0018.png,ESRGAN,URBAN100,x4,21.541017933065415,0.1944996416568756,0.8949868083000183,2.4576741856724125
0019.png,ESRGAN,URBAN100,x4,18.976897468573274,0.12051194161176682,0.9431292414665222,4.979578487084148
0020.png,ESRGAN,URBAN100,x4,18.055039967922784,0.15626104176044464,0.9141413569450378,2.4258704553121593
0021.png,ESRGAN,URBAN100,x4,26.797349805189832,0.1214597076177597,0.9261607527732849,3.6189019305189483
0022.png,ESRGAN,URBAN100,x4,22.451580277448322,0.1403830498456955,0.9312850832939148,3.1887034206825295
0023.png,ESRGAN,URBAN100,x4,27.26180835144983,0.060188792645931244,0.9806761145591736,4.069318864536868
0024.png,ESRGAN,URBAN100,x4,17.45159156839051,0.16237568855285645,0.8936361074447632,3.2189333504795856
0025.png,ESRGAN,URBAN100,x4,29.422017004919184,0.045771919190883636,0.9770733714103699,6.17966919256953
0026.png,ESRGAN,URBAN100,x4,24.9188501401462,0.18333981931209564,0.9140228629112244,5.825413091009445
0027.png,ESRGAN,URBAN100,x4,24.893592348317757,0.1607154905796051,0.9404518008232117,3.969834323402858
0028.png,ESRGAN,URBAN100,x4,27.878511134578794,0.11333224922418594,0.9668455123901367,4.086562652542054
0029.png,ESRGAN,URBAN100,x4,24.463854111103252,0.06949923932552338,0.9620612859725952,4.297438407304109
0030.png,ESRGAN,URBAN100,x4,20.04107042653559,0.09054693579673767,0.9490270614624023,3.8632410409246867
0031.png,ESRGAN,URBAN100,x4,19.44367842154178,0.12994347512722015,0.9364756941795349,3.2746570405476554
0032.png,ESRGAN,URBAN100,x4,24.89233550044809,0.09548644721508026,0.9501405954360962,3.7457483083293788
0033.png,ESRGAN,URBAN100,x4,24.409250180661473,0.11018023639917374,0.940733790397644,4.421716573885121
0034.png,ESRGAN,URBAN100,x4,18.00783457296815,0.17818379402160645,0.8687628507614136,3.4252307404555564
0035.png,ESRGAN,URBAN100,x4,26.131154636958627,0.05767007917165756,0.9761877059936523,5.411593449615581
0036.png,ESRGAN,URBAN100,x4,25.939654904858678,0.12175950407981873,0.9738430976867676,4.682933704190115
0037.png,ESRGAN,URBAN100,x4,22.21750118621767,0.1402597427368164,0.931203305721283,1.9773394440747656
0038.png,ESRGAN,URBAN100,x4,22.761436802287285,0.14663182199001312,0.8816635608673096,3.805722217559235
0039.png,ESRGAN,URBAN100,x4,20.881845830654868,0.10658952593803406,0.9420129060745239,3.7277849916914794
0040.png,ESRGAN,URBAN100,x4,26.00931686376051,0.03091293014585972,0.9932280778884888,6.22013142270193
0041.png,ESRGAN,URBAN100,x4,24.07841116254091,0.05760591849684715,0.981216549873352,5.989183773476282
0042.png,ESRGAN,URBAN100,x4,25.97033819610565,0.06771528720855713,0.979790210723877,4.948895953974156
0043.png,ESRGAN,URBAN100,x4,30.16118879998988,0.026218613609671593,0.9842214584350586,5.892259227288279
0044.png,ESRGAN,URBAN100,x4,27.79381027249174,0.10132727026939392,0.9616197943687439,4.957414798546923
0045.png,ESRGAN,URBAN100,x4,20.47849062682429,0.10094834119081497,0.9282994270324707,8.202552328448006
0046.png,ESRGAN,URBAN100,x4,20.956272124883377,0.13685771822929382,0.932058572769165,3.8166187650902543
0047.png,ESRGAN,URBAN100,x4,18.517155681410657,0.1442788988351822,0.941135585308075,4.304939853636747
0048.png,ESRGAN,URBAN100,x4,17.582317944510507,0.11489179730415344,0.94667649269104,3.8192717041663795
0049.png,ESRGAN,URBAN100,x4,20.409538193796482,0.12048568576574326,0.9369226694107056,2.884286394730623
0050.png,ESRGAN,URBAN100,x4,20.50651603735303,0.1420147866010666,0.9250199198722839,3.324727195801158
0051.png,ESRGAN,URBAN100,x4,23.166164130926006,0.10283002257347107,0.9525874853134155,2.785739089352981
0052.png,ESRGAN,URBAN100,x4,26.72336782434664,0.049100011587142944,0.9797762632369995,4.164940539341237
0053.png,ESRGAN,URBAN100,x4,19.714728660825763,0.1433809995651245,0.9381623268127441,2.120609796822001
0054.png,ESRGAN,URBAN100,x4,16.802678220927756,0.178583562374115,0.8926278948783875,4.831790229937812
0055.png,ESRGAN,URBAN100,x4,29.511867064714874,0.028367549180984497,0.9785956144332886,4.873160573951335
0056.png,ESRGAN,URBAN100,x4,21.36183034762841,0.1430019736289978,0.9438192248344421,2.8808972531260935
0057.png,ESRGAN,URBAN100,x4,28.62952449521401,0.06627535820007324,0.9760346412658691,2.9516040248892437
